รหัสสินค้า,ชื่อสินค้า,รหัสหน่วยนับ,ชื่อหน่วยนับ,ตัวตั้ง,ตัวหาร
10231064,เครื่องตัดแต่งพุ่มไม้ HT600B NASH,MC,เครื่อง,1,1
10231297,เทปพันเกลียว 20m. A29 THOR,ROL,ม้วน,1,1
10232307,เครื่องพ่นยา FS767 NASH,MC,เครื่อง,1,1
10232309,ถังพ่นยาแบตเตอรี่ 16ล. NS16DE NASH,MC,เครื่อง,1,1
10232323,"เครื่องยนต์เบนซิน-ปั๊ม3""6.5HP NS-80WP NS",MC,เครื่อง,1,1
10232324,"เครื่องยนต์เบนซิน-ปั๊ม2""5.5HP NS-50WP NS",MC,เครื่อง,1,1
10232332,สลิงไส้เชือก 3มม.X6X7 (20ม.)  NASH,ROL,ม้วน,1,1
10232334,สลิงไส้เชือก 3มม.X6X7 (50ม.)  NASH,ROL,ม้วน,1,1
10232337,สลิงไส้เชือก 3มม.X6X7 (100ม.)  NASH,ROL,ม้วน,1,1
10232338,สลิงไส้เชือก 3มม.X6X7 (200ม.)  NASH,ROL,ม้วน,1,1
10232339,สลิงไส้เชือก 4มม.X6X7 (20ม.) NASH,ROL,ม้วน,1,1
10232340,สลิงไส้เชือก 4มม.X6X7 (50ม.) NASH,ROL,ม้วน,1,1
10232341,สลิงไส้เชือก 4มม.X6X7 (100ม.) NASH,ROL,ม้วน,1,1
10232342,สลิงไส้เชือก 4มม.X6X7 (200ม.) NASH,ROL,ม้วน,1,1
10232349,สลิงไส้เชือก 5มม.X6X7 (100ม.) NASH,ROL,ม้วน,1,1
10232377,สายพ่วงแบตเตอรี่ XH-600A(=BZ-90) NASH,EA,ชิ้น,1,1
10232395,เครื่องกวนสี  DS621501 NASH,MC,เครื่อง,1,1
10232542,ปักเต้าตีเส้น HF548010-A-15M  NASH,EA,ชิ้น,1,1
10232543,ปักเต้าตีเส้น HF548010-B-30M NASH,EA,ชิ้น,1,1
10232545,ผงชอล์กปักเต้าตีเส้น HF548011-NASH,EA,ชิ้น,1,1
10232546,ปักเต้าตีเส้น HF548067C-15M NASH,EA,ชิ้น,1,1
10232547,ปักเต้าตีเส้น  HF548067C-30M  NASH,EA,ชิ้น,1,1
10232548,ปักเต้าตีเส้น+ชอล์ค HF548067-15M NASH,ZWF,ชุด,1,1
10232549,ปักเต้าตีเส้น HF548067-30M NASH,ZWF,ชุด,1,1
10232563,"เลื่อยคันธนู 21"" SH-616-530  NASH",EA,ชิ้น,1,1
10232564,"เลื่อยคันธนู 24"" SH-616-610 NASH",EA,ชิ้น,1,1
10232565,"เลื่อยคันธนู 30"" SH-616-760 NASH",EA,ชิ้น,1,1
10232566,"เลื่อยลันดา 22"" SH-220-550 NASH",EA,ชิ้น,1,1
10232567,"เลื่อยลันดา 24"" SH-220-600 NASH",EA,ชิ้น,1,1
10232568,"เลื่อยลันดา 26"" SH-220-650 NASH",EA,ชิ้น,1,1
10232660,"คีมตัดสายเคเบิ้ล 10"" TX101 NASH",EA,ชิ้น,1,1
10232661,"กรรไกรตัดโลหะTX200T-10"" ซ้าย NASH",EA,ชิ้น,1,1
10232662,"กรรไกรตัดโลหะ TX201T-10"" ตรง NASH",EA,ชิ้น,1,1
10232663,"กรรไกรตัดโลหะ TX202T-10"" ขวา NASH",EA,ชิ้น,1,1
10232664,"กรรไกรตัดโลหะ TX20112T-12"" ตรง NASH",EA,ชิ้น,1,1
10232671,"คีมผูกลวด 8"" TX1006 NASH",EA,ชิ้น,1,1
10232677,"กรรไกรตัดสังกะสี 10"" TX1040G NASH",EA,ชิ้น,1,1
10233516,สายฝักบัวสแตนเลส MR 1.5M,SEN,เส้น,1,1
10233518,"สายน้ำดีอลูมิเนียม MR 18""",SEN,เส้น,1,1
10233522,"สายน้ำดีอลูมิเนียม MR 24""",SEN,เส้น,1,1
10233523,"สายน้ำดีอลูมิเนียม MR 32""",SEN,เส้น,1,1
10233527,"สายน้ำดีสแตนเลส MR 20""",SEN,เส้น,1,1
10233531,"สายน้ำดีสแตนเลส MR 24""",SEN,เส้น,1,1
10233729,โถปัสสาวะ MR C27,ZWF,ชุด,1,1
10233730,โถปัสสาวะ MR C30,ZWF,ชุด,1,1
10233731,อ่างล้างหน้า MR B65,ZWF,ชุด,1,1
10234265,ยางหนุนล้อ 9081 NASH,EA,ชิ้น,1,1
10234509,"ดาวไลท์ 4"" ฝัง กลม/ขาว PM",ZWF,ชุด,1,1
10234775,ปากคีบแบตเตอรี่ กลาง C-13-NASH,PAA,คู่,1,1
10235392,"ปั๊มหอยโข่ง 2 "" 3HP  THF6B-3 NASH",MC,เครื่อง,1,1
10236227,"ลูกลอย+ก้าน 1/2"" FV-01 NASH",ZWF,ชุด,1,1
10236228,"ลูกลอย+ก้าน 3/4"" FV-02 NASH",ZWF,ชุด,1,1
10236229,"ลูกลอย+ก้าน 1"" FV-03 NASH",ZWF,ชุด,1,1
10236625,"ระดับน้ำ-มิเนียม 24"" HJ-99A NASH",EA,ชิ้น,1,1
10236627,"ระดับน้ำ-มิเนียม 16"" HJ-2000D NASH",EA,ชิ้น,1,1
10236629,"ระดับน้ำ-มิเนียม 32"" HJ-99B-1 NASH",EA,ชิ้น,1,1
10236630,"ระดับน้ำแม่เหล็ก 9"" HJ-89-3 NASH",EA,ชิ้น,1,1
10236632,"ระดับน้ำ-มิเนียม 32"" HJ-99A NASH",EA,ชิ้น,1,1
10236634,"ระดับน้ำ-มิเนียม 24"" HJ-2000D NASH",EA,ชิ้น,1,1
10236636,"ระดับน้ำมิเนียม 32"" HJ-2000D NASH",EA,ชิ้น,1,1
10236638,ระดับน้ำ-มิเนียม HJ-78-1 NASH,EA,ชิ้น,1,1
10236644,ระดับน้ำแบบสาย 20M HJ-78-12 NASH,EA,ชิ้น,1,1
10236645,ระดับน้ำแบบสาย 10M HJ-78-12 NASH,EA,ชิ้น,1,1
10236648,ระดับน้ำแบบสาย 15M HJ-78-12 NASH,EA,ชิ้น,1,1
10238542,สกรูไม้ฝา-ปล 7x20 มีปีก ก.400 NASH,B,กล่อง,1,1
10238544,"ตะปูเกลียวแฉกแบน #7x2"" NASH ก.(200)",B,กล่อง,1,1
10238817,เกียงฉาบฝ้าด้ามพลาสติก TY123008 NASH,EA,ชิ้น,1,1
10238892,สกรูเกลียวแฉกแบน #8x1 NASH ก.500,B,กล่อง,1,1
10238894,สกรูเกลียวแฉกแบน #8x2 NASH ก.200,B,กล่อง,1,1
10238898,สกรูเกลียวแฉกแบน #7x1 1/4 NASH ก.500,B,กล่อง,1,1
10238899,สกรูเกลียวแฉกแบน #7x1 1/2 NASH ก.250,B,กล่อง,1,1
10238900,สกรูเกลียวแฉกแบน #8x1 1/4 NASH ก.500,B,กล่อง,1,1
10238902,"สกรูเกลียวแฉกแบน #10x1"" NASH ก.500",B,กล่อง,1,1
10238905,สกรูเกลียวแฉกแบน #10x2 NASH ก.250,B,กล่อง,1,1
10238906,สกรูเกลียวแฉกแบน #8x1 1/2 NASH ก.250,B,กล่อง,1,1
10238907,สกรูเกลียวแฉกแบน #12x2 NASH ก.100,B,กล่อง,1,1
10239040,สกรูเกลียวแฉกแบน #10x1 1/4 NASH ก.250,B,กล่อง,1,1
10239043,สกรูเกลียวแฉกแบน #10x3 NASH ก.200,B,กล่อง,1,1
10239049,สกรูเกลียวแฉกแบน #10x1 1/2 NASH ก.200,B,กล่อง,1,1
10239050,สกรูเกลียวแฉกแบน #12x2 1/2 NASH ก.100,B,กล่อง,1,1
10239054,สกรูเกลียวแฉกแบน #12x1 1/4 NASH ก.200,B,กล่อง,1,1
10239062,สกรูไม้ฝา-ปล 7x25 มีปีก ก.350 NASH,B,กล่อง,1,1
10239114,"สเก็น 1/2"" EURO NASH",EA,ชิ้น,1,1
10239127,"สเก็น 5/8"" EURO NASH",EA,ชิ้น,1,1
10239143,"กิ๊บจับสลิง 5/8""  DIN741 NASH",EA,ชิ้น,1,1
10239218,แหวนปากตาย 8MM 30CRV-NASH,EA,ชิ้น,1,1
10239219,แหวนปากตาย 10MM 30CRV-NASH,EA,ชิ้น,1,1
10239220,แหวนปากตาย 11MM 30CRV-NASH,EA,ชิ้น,1,1
10239221,แหวนปากตาย 12MM 30CRV-NASH,EA,ชิ้น,1,1
10239222,แหวนปากตาย 13MM 30CRV-NASH,EA,ชิ้น,1,1
10239223,แหวนปากตาย 14MM 30CRV-NASH,EA,ชิ้น,1,1
10239225,แหวนปากตาย 15MM 30CRV-NASH,EA,ชิ้น,1,1
10239226,แหวนปากตาย 16MM 30CRV-NASH,EA,ชิ้น,1,1
10239227,แหวนปากตาย 17MM 30CRV-NASH,EA,ชิ้น,1,1
10239228,แหวนปากตาย 18MM 30CRV-NASH,EA,ชิ้น,1,1
10239235,แหวนปากตาย 19MM 30CRV-NASH,EA,ชิ้น,1,1
10239236,แหวนปากตาย 20MM 30CRV-NASH,EA,ชิ้น,1,1
10239237,แหวนปากตาย 21MM 30CRV-NASH,EA,ชิ้น,1,1
10239238,แหวนปากตาย 22MM 30CRV-NASH,EA,ชิ้น,1,1
10239239,แหวนปากตาย 23MM 30CRV-NASH,EA,ชิ้น,1,1
10239240,แหวนปากตาย 24MM 30CRV-NASH,EA,ชิ้น,1,1
10239244,แหวนปากตาย 8MM 33CRV-NASH,EA,ชิ้น,1,1
10239254,สกรูเกลียวแฉกแบน #7x1 NASH ก.500,B,กล่อง,1,1
10239256,สกรูเกลียวแฉกแบน #8x3/4 NASH ก.500,B,กล่อง,1,1
10239257,"สกรูปลายสว่านแฉกแบน #6x1"" NASH ก.500",B,กล่อง,1,1
10239258,สกรูลอนคู่ #16x38มิล NASH ก.100,B,กล่อง,1,1
10239259,สกรูลอนคู่ #16x50มิล NASH ก.100,B,กล่อง,1,1
10239260,สกรูลอนคู่ #16x63มิล NASH ก.100,B,กล่อง,1,1
10239261,สกรูลอนคู่ #16x75มิล NASH ก.100,B,กล่อง,1,1
10239262,สกรูลอนคู่ #16x90มิล NASH ก.100,B,กล่อง,1,1
10239263,สกรูลอนคู่ #16x95มิล NASH ก.100,B,กล่อง,1,1
10239264,สกรูลอนคู่ #16x100มิล NASH ก.100,B,กล่อง,1,1
10239265,สกรูลอนคู่ #16x125มิล NASH ก.50,B,กล่อง,1,1
10239266,สกรูลอนคู่-ปม #12x50มิล NASH ก.100,B,กล่อง,1,1
10239267,สกรูลอนคู่-ปม #12x63มิล NASH ก.100,B,กล่อง,1,1
10239268,สกรูลอนคู่-ปม #12x75มิล NASH ก.100,B,กล่อง,1,1
10239269,สกรูลอนคู่-ปม #12x90มิล NASH ก.100,B,กล่อง,1,1
10239270,สกรูลอนคู่-ปม #12x95มิล NASH ก.100,B,กล่อง,1,1
10239271,สกรูลอนคู่-ปม #12x100มิล NASH ก.100,B,กล่อง,1,1
10239272,สกรูลอนคู่-ปม #12x125มิล NASH ก.50,B,กล่อง,1,1
10239285,กุญแจปากตาย 8X9MM 10CRV-NASH,EA,ชิ้น,1,1
10239286,กุญแจปากตาย 10X11MM 10CRV-NASH,EA,ชิ้น,1,1
10239287,กุญแจปากตาย 12X13MM 10CRV-NASH,EA,ชิ้น,1,1
10239288,กุญแจปากตาย 14X15MM 10CRV-NASH,EA,ชิ้น,1,1
10239289,กุญแจปากตาย 16X17MM 10CRV-NASH,EA,ชิ้น,1,1
10239290,กุญแจปากตาย 18X19MM 10CRV-NASH,EA,ชิ้น,1,1
10239291,กุญแจปากตาย 20X22MM 10CRV-NASH,EA,ชิ้น,1,1
10239293,กุญแจปากตาย 21X23MM 10CRV-NASH,EA,ชิ้น,1,1
10239295,กุญแจปากตาย 24X27MM 10CRV-NASH,EA,ชิ้น,1,1
10239384,"สกัดปูนแหลม 8"" MY008 NASH หุ้มยาง",EA,ชิ้น,1,1
10239388,"สกัดปูนแหลม 10"" MY008 NASH หุ้มยาง",EA,ชิ้น,1,1
10239397,"รอกดำ 3/4""MY701 NASH",EA,ชิ้น,1,1
10239399,"รอกดำ 1"" MY701 NASH",EA,ชิ้น,1,1
10239402,"รอกดำ 1 1/4"" MY701 NASH",EA,ชิ้น,1,1
10239403,"รอกดำ 1 1/2"" MY701 NASH",EA,ชิ้น,1,1
10239404,"รอกดำ 2"" MY701 NASH",EA,ชิ้น,1,1
10239406,"รอกดำ 3"" MY701 NASH",EA,ชิ้น,1,1
10239408,กระดาษทรายขัดไม้ # 4 NASH,P5,แพค(5),1,1
10239412,กระดาษทรายขัดไม้ # 5 NASH,P5,แพค(5),1,1
10239414,"แปรงลวดถ้วย 2 1/2"" 10x1.25MM เงิน NASH",EA,ชิ้น,1,1
10239415,"หินลับมีด 8""*3""*1"" NASH",EA,ชิ้น,1,1
10239417,"หินลับมีด 8""*2""*1"" NASH",EA,ชิ้น,1,1
10239420,แปรงสลัดน้ำ NASH,EA,ชิ้น,1,1
10239474,สกรูเกลียวแฉกแบน #12x3 NASH ก.100,B,กล่อง,1,1
10239475,สกรูสรรไท-ปล 12x48 บรอนซ์ แพค100,ZWG,แพค,1,1
10239476,สกรูสรรไท-ปล 12x55 บรอนซ์ แพค100,ZWG,แพค,1,1
10239479,สกรูสรรไท-ปล 12x65 บรอนซ์ NASH พ.100,ZWG,แพค,1,1
10239593,อ่างผสมปูนไนล่อน140L.ดำ NASH,BAI,ใบ,1,1
10239595,อ่างผสมปูนไนล่อน220L.ดำ NASH,BAI,ใบ,1,1
10239596,ถังปูนไนล่อนดำจัมโบ้ NASH,BAI,ใบ,1,1
10239600,ถังปูนไนล่อนดำซี NASH,BAI,ใบ,1,1
10239605,บุ้งกี๋ ทึบไนล่อน ดำ NASH จับโบ้,BAI,ใบ,1,1
10239606,กะบะ ไนล่อน ดำ NASH,EA,ชิ้น,1,1
10239607,เกียงไนล่อน ดำ NASH,EA,ชิ้น,1,1
10240035,"ท่ออ่อน PVC 1/2""X50ม.เหลือง Power max",ROL,ม้วน,1,1
10337610,กันชนแม่เหล็ก DT0827-1SS YN,ZWF,ชุด,1,1
10256196,"บานพับ 3""x2"" KY880127 สตล YOSHINO แพค(4)",ZWG,แพค,1,1
10109839,"กลอนห้องน้ำ 4"" สตล #001-3SS(B) NASH",EA,ชิ้น,1,1
10220063,"กลอนทั่วไป 4"" สตล #360 NASH แพค(2)",ZWG,แพค,1,1
10345871,"มือจับ 5"" #DT31 รมดำ NASH แพค2",ZWG,แพค,1,1
10400200,"กลอนทั่วไป 6""รมดำ(JB)#08-99 NASH แพค2",EA,ชิ้น,1,1
10345868,"ขอรับขอสับ 6"" DT21 NASH",ZWG,แพค,1,1
10220065,"กลอนทั่วไป 6"" สตล #360 NASH แพค(2)",ZWG,แพค,1,1
10337611,กันชนแม่เหล็ก DT0827-2AC YN,ZWF,ชุด,1,1
10345849,"สายยู 2ตอน 3"" #DT08 สตล NASH",ZWF,ชุด,1,1
10240441,แหวนปากตาย 8ตัวชุด 30CRV-NASH,ZWF,ชุด,1,1
10240442,แหวนปากตาย 12ตัวชุด 30CRV-NASH,ZWF,ชุด,1,1
10240450,กุญแจปากตาย 12ตัวชุด 10CRV-NASH,ZWF,ชุด,1,1
10240643,"ข้องอ45 PVC 8.5 6"" A+/THOR",EA,ชิ้น,1,1
10240648,ชุดฉีดชำระโครเมี่ยม MR GB-102A+2,ZWF,ชุด,1,1
10240651,ชุดฉีดชำระโครเมี่ยม MR GB-109+16,ZWF,ชุด,1,1
10240652,ชุดฉีดชำระโครเมี่ยม MR GB-110+2,ZWF,ชุด,1,1
10240654,ชุดฉีดชำระโครเมี่ยม MR GB-113+2,ZWF,ชุด,1,1
10240850,กระบอกอัดจารบี 20-241 NASH.,EA,ชิ้น,1,1
10240857,"ปากกาจับเหล็กมีแท่น 5"" SBV125 NASH.",EA,ชิ้น,1,1
10240859,"ปากกาจับเหล็กมีแท่น 6"" SBV150 NASH..",EA,ชิ้น,1,1
10240861,"ปากกาจับเหล็ก 2""SGC50 NASH ตัวซี",EA,ชิ้น,1,1
10241088,ถังปูนพีวีซีฟ้าหูพลาสติกจัมโบ้ NASH,BAI,ใบ,1,1
10241558,หญ้าเทียม 7มม.X1ม.X2ม.L532D-SS22-0728,M2,ตารางเมตร,1,1
10241624,กระบอกฉีดพ่นยา 2ลิตร OLD-2L-42 THOR,EA,ชิ้น,1,1
10242783,จมูกบันไดมน.ภายใน 45mmx2m MR A450 เงิน,SEN,เส้น,1,1
10242784,จมูกบันไดมน.ภายใน 45mmx2m MR A450 อลู,SEN,เส้น,1,1
10242794,คิ้วมน.เหลี่ยมภายใน 9mmx2m MR TH05 เงิน,SEN,เส้น,1,1
10243352,รีเวทยิง 4-2 NASH ก.(1000 ตัว).,B,กล่อง,1,1
10243355,รีเวทยิง 4-3 NASH ก.(1000 ตัว).,B,กล่อง,1,1
10243356,รีเวทยิง 4-4 NASH ก.(1000 ตัว).,B,กล่อง,1,1
10243357,รีเวทยิง 4-5 NASH ก.(1000 ตัว).,B,กล่อง,1,1
10243359,รีเวทยิง 4-6 NASH ก.(1000 ตัว).,B,กล่อง,1,1
10243414,จอบ 2ปอนด์ H317 NASH จอบถาก,EA,ชิ้น,1,1
10243415,จอบ 2ปอนด์ H301 NASH จอบขุด,EA,ชิ้น,1,1
10243416,จอบ 3ปอนด์ H301 NASH จอบขุด,EA,ชิ้น,1,1
10243423,พลั่วปลายตัดด้ามเหล็ก S501TD NASH,EA,ชิ้น,1,1
10243426,พลั่วปลายตัดด้ามไม้ S501HV NASH,EA,ชิ้น,1,1
